mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	staff_text	tempo	qpm	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
13	13	48	48	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	253	no-									
13	13	97/2	97/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	254										
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	255										
13	13	49	49	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	256										
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	257										
13	13	50	50	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	258										
13	13	101/2	101/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	259										
13	13	203/4	203/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	260										
13	13	51	51	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	261										
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	262										
13	13	48	48	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	263										
13	13	97/2	97/2	0.25	1/8	1/8	Chord	4/4	5	1	1/16	1/16	1	264										
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	5	1	1/16	1/16	1	265										
13	13	49	49	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	266										
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	267										
13	13	50	50	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	268										
13	13	101/2	101/2	0.25	5/8	5/8	Chord	4/4	5	1	1/16	1/16	1	269										
13	13	203/4	203/4	0.25	11/16	11/16	Chord	4/4	5	1	1/16	1/16	1	270										
13	13	51	51	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	271										
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	272										
14	14	52	52	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	273										
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	274										
14	14	53	53	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	275										
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	276										
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	277										
14	14	52	52	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	278										
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	279										
14	14	53	53	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	280										
14	14	215/4	215/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	281										
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	282	-bis:									
14	14	52	52	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	283	-xus									
14	14	53	53	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	284	e-									
14	14	107/2	107/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	285	-ti-									5
14	14	215/4	215/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	286										
14	14	54	54	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	287	-am									
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	288	pro									
14	14	55	55	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	289	no-									
14	14	52	52	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	290										
14	14	105/2	105/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	291										
14	14	211/4	211/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	292										
14	14	53	53	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	293										
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	294										
14	14	54	54	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	295										
14	14	55	55	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	296										
14	14	52	52	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	297										
14	14	105/2	105/2	0.25	1/8	1/8	Chord	4/4	5	1	1/16	1/16	1	298										
14	14	211/4	211/4	0.25	3/16	3/16	Chord	4/4	5	1	1/16	1/16	1	299										
14	14	53	53	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	300										
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	301										
14	14	54	54	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	302										
14	14	55	55	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	303										
15	15	56	56	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	304										
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	305										
15	15	57	57	0.0	1/4	1/4	StaffText	4/4	2	1	0						"<font size=""12""/><font face=""Times New Roman""/>bis:"							
15	15	57	57	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	306	Sub									
15	15	58	58	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	307	Pon-									
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	308	-ti-									
15	15	56	56	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	309	-bis:									
15	15	59	59	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	310	Pas-									
15	15	56	56	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	311										
15	15	57	57	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	312	-bis:									
15	15	56	56	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	313										
15	15	57	57	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	314										
15	15	58	58	1.5	1/2	1/2	Chord	4/4	5	1	3/8	1/4	3/2	315										
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	316										
15	15	59	59	1.0	3/4	3/4	Chord	4/4	5	2	1/4	1/4	1	317										
16	16	60	60	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	318	-o									
16	16	61	61	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	319	Pi-									
16	16	62	62	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	320	-la-									
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	321										
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	322										
16	16	60	60	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	323										
16	16	61	61	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	324	-sus									
16	16	62	62	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	325	et									
16	16	63	63	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	326	se-									
16	16	60	60	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	327										
16	16	61	61	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	328										
16	16	62	62	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	329										
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	330										
16	16	63	63	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	331										
16	16	60	60	1.0	0	0	Chord	4/4	5	2	1/4	1/4	1	332										
16	16	61	61	1.0	1/4	1/4	Chord	4/4	5	2	1/4	1/4	1	333										
16	16	62	62	1.0	1/2	1/2	Chord	4/4	5	2	1/4	1/4	1	334										
16	16	63	63	1.0	3/4	3/4	Chord	4/4	5	2	1/4	1/4	1	335										
17	17	67	67	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	336	Sub									
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	337	--									
17	17	65	65	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	338	to									
17	17	66	66	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	339	pas-									
17	17	64	64	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	340	-pul-									6
17	17	65	65	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	341										
17	17	67	67	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	342	-tus									
17	17	64	64	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	343										
17	17	65	65	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	344										
17	17	66	66	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	345										
17	17	64	64	1.0	0	0	Chord	4/4	5	2	1/4	1/4	1	346										
17	17	65	65	2.0	1/4	1/4	Chord	4/4	5	2	1/2	1/2	1	347										
17	17	67	67	1.0	3/4	3/4	Chord	4/4	5	2	1/4	1/4	1	348										
18	18	68	68	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	349	Pon-									
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	350	-ti-									
18	18	70	70	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	351	-o									
18	18	71	71	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	352	Pi-									
18	18	68	68	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	353										
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	354										
18	18	69	69	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	355										
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	356										
18	18	70	70	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	357										
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	358										
18	18	71	71	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	359										
18	18	68	68	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	360	est,									
18	18	71	71	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	361	pas-									
18	18	69	69	2.0	1/4	1/4	Chord	4/4	4	1	1/2	1/2	1	362	Pas-									
18	18	71	71	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	363	-sus									
18	18	68	68	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	364										
18	18	68	68	1.0	0	0	Chord	4/4	5	2	1/4	1/4	1	365										
18	18	69	69	2.0	1/4	1/4	Chord	4/4	5	2	1/2	1/2	1	366										
18	18	71	71	1.0	3/4	3/4	Chord	4/4	5	2	1/4	1/4	1	367										
19	19	72	72	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	368	-la-									
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	369										
19	19	73	73	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	370										
19	19	75	75	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	371										
19	19	72	72	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	372										
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	373	-sw,									
19	19	73	73	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	374	pas-									
19	19	74	74	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	375										
19	19	75	75	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	376										
19	19	303/4	303/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	377										
19	19	72	72	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	378										
19	19	73	73	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	379										
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	380										
19	19	74	74	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	381										
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	382										
19	19	75	75	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	383										
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	384										
19	19	72	72	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	385	et									
19	19	73	73	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	386	se-									
19	19	74	74	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	387	-pul-									
19	19	75	75	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	388										
19	19	72	72	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	389										
19	19	73	73	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	390										
19	19	74	74	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	391										
19	19	75	75	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	392										
20	20	76	76	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	393	-to									
20	20	77	77	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	394	pas									
20	20	79	79	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	395										
20	20	76	76	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	396										
20	20	153/2	153/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	397										
20	20	307/4	307/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	398										
20	20	77	77	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	399										
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	400	---									
20	20	78	78	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	401										
20	20	79	79	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	402										
20	20	76	76	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	403										
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	404										
20	20	77	77	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	405										
20	20	155/2	155/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	406										
20	20	311/4	311/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	407	---									
20	20	78	78	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	408										
20	20	79	79	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	409										
20	20	76	76	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	410	--									
20	20	77	77	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	411	tus,									
20	20	78	78	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	412	pas									7
20	20	79	79	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	413										
20	20	76	76	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	414										
20	20	77	77	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	415										
20	20	78	78	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	416										
20	20	79	79	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	417										
21	21	80	80	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	418										
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	419	sw									
21	21	83	83	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	420	et									
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	421	se-									
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	422	--									
21	21	81	81	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	423	sus									
21	21	82	82	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	424	et									8
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	425										
21	21	83	83	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	426	se-									
21	21	80	80	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	427	--									
21	21	81	81	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	428	sus									
21	21	82	82	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	429	et									
21	21	83	83	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	430	se-									9
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	431										
21	21	80	80	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	432										
21	21	81	81	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	433	sus,									
21	21	82	82	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	434	pas-									
21	21	83	83	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	435	-sus									
21	21	80	80	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	436										
21	21	81	81	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	437										
21	21	82	82	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	438										
21	21	83	83	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	439										
22	22	84	84	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	440	-pul-									
22	22	85	85	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	441										
22	22	87	87	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	442	-tus									
22	22	84	84	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	443										
22	22	85	85	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	444	--									
22	22	86	86	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	445	pul-									
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	446	-tus									
22	22	84	84	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	447	-pul-									
22	22	85	85	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	448	-tus									
22	22	86	86	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	449	est.									
22	22	84	84	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	450	et									
22	22	85	85	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	451	se-									
22	22	86	86	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	452	-pul-									
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	453	-tus									
22	22	84	84	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	454										
22	22	85	85	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	455										
22	22	86	86	1.5	1/2	1/2	Chord	4/4	5	1	3/8	1/4	3/2	456										
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	457										
23	23	88	88	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	458	est.									
23	23	90	90	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	459	Cru-									
23	23	363/4	363/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	460	-ci-									
23	23	91	91	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	461	-fi-									
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	462	-xus									
23	23	88	88	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	463	est.									
23	23	88	88	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	464	Crl-									
23	23	90	90	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	465	-ci-									
23	23	88	88	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	466	est.									
23	23	88	88	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	467										
23	23	89	89	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	468										
23	23	90	90	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	469										
24	24	92	92	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	470	e									
24	24	185/2	185/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	471										
24	24	371/4	371/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	472										
24	24	93	93	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	473										
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	474										
24	24	94	94	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	475										
24	24	189/2	189/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	476										
24	24	379/4	379/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	477										
24	24	95	95	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	478										
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	479										
24	24	92	92	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	480	-ti-									
24	24	94	94	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	481										
24	24	92	92	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	482										
24	24	94	94	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	483										
25	25	96	96	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	484										
25	25	97	97	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	485	ti-									
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	486	-am									
25	25	99	99	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	487	pro									
25	25	96	96	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	488	Cru-									
25	25	98	98	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	489	-ci-									
25	25	96	96	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	490	-xus:									
25	25	98	98	0.75	1/2	1/2	Chord	4/4	4	1	3/16	1/8	3/2	491	E-									
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	492	-ti-									
25	25	99	99	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	493	-am									
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	494	pro									
25	25	96	96	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	495										
25	25	98	98	0.75	1/2	1/2	Chord	4/4	5	1	3/16	1/8	3/2	496										
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	5	1	1/16	1/16	1	497										
25	25	99	99	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	498										
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	499										
26	26	100	100	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	500	no-									
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	501										
26	26	101	101	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	502										
26	26	203/2	203/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	503										
26	26	407/4	407/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	504	---									
26	26	102	102	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	505										
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	506										
26	26	103	103	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	507										
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	508										
26	26	100	100	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	509	-ti-									
26	26	102	102	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	510	---									
26	26	100	100	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	511	no-									
26	26	201/2	201/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	512										
26	26	403/4	403/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	513										
26	26	101	101	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	514										
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	515										
26	26	102	102	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	516										
26	26	205/2	205/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	517										
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	518										
26	26	103	103	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	519										
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	520										
26	26	100	100	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	521										
