mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	staff_text	tempo	qpm	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
26	26	201/2	201/2	0.25	1/8	1/8	Chord	4/4	5	1	1/16	1/16	1	522										
26	26	403/4	403/4	0.25	3/16	3/16	Chord	4/4	5	1	1/16	1/16	1	523										
26	26	101	101	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	524										
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	525										
26	26	102	102	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	526										
26	26	205/2	205/2	0.25	5/8	5/8	Chord	4/4	5	1	1/16	1/16	1	527										
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	5	1	1/16	1/16	1	528										
26	26	103	103	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	529										
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	530										
27	27	104	104	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	531	---									
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	532										
27	27	105	105	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	533										
27	27	107	107	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	534	-bis:									
27	27	104	104	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	535	-xus,									
27	27	107	107	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	536	pas-									
27	27	105	105	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	537	Sub									
27	27	106	106	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	538	Pon-									
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	539	-ti-									
27	27	104	104	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	540										
27	27	105	105	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	541	-bis:									
27	27	104	104	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	542										
27	27	105	105	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	543										
27	27	106	106	1.5	1/2	1/2	Chord	4/4	5	1	3/8	1/4	3/2	544										
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	545										
28	28	108	108	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	546	Pas-									
28	28	111	111	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	547	-sus,									10
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	548										
28	28	108	108	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	549										
28	28	109	109	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	550	-sus									
28	28	110	110	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	551	et									
28	28	111	111	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	552	se-									
28	28	108	108	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	553	-o									
28	28	109	109	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	554	Pi-									
28	28	110	110	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	555	-la-									
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	556										
28	28	111	111	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	557										
28	28	108	108	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	558										
28	28	109	109	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	559										
28	28	110	110	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	560										
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	561										
28	28	111	111	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	562										
29	29	112	112	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	563	pas-									
29	29	113	113	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	564	-sus,									
29	29	112	112	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	565	-pul-									
29	29	113	113	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	566										
29	29	115	115	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	567	-tus									
29	29	112	112	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	568	--									
29	29	113	113	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	569	to									
29	29	114	114	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	570	pas-									
29	29	115	115	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	571	Sub									
29	29	112	112	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	572										
29	29	113	113	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	573										
29	29	114	114	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	574										
29	29	115	115	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	575										
30	30	116	116	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""12""/><font face=""Times New Roman""/>5"							
30	30	117	117	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	576	pas-									
30	30	119	119	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	577	-sw									
30	30	116	116	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	578	est,									
30	30	119	119	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	579	pas-									
30	30	116	116	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	580	-sw									
30	30	117	117	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	581	et									
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	582	se-									
30	30	118	118	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	583	-pul-									
30	30	119	119	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	584	-tus									
30	30	116	116	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	585	Pon-									
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	586	-ti-									
30	30	118	118	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	587	-o									
30	30	119	119	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	588	Pi-									
30	30	116	116	1.5	0	0	Chord	4/4	5	1	3/8	1/4	3/2	589										
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	590										
30	30	118	118	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	591										
30	30	119	119	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	592										
31	31	120	120	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	593	et									
31	31	121	121	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	594	se-									
31	31	122	122	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	595	-pul-									
31	31	123	123	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	596										
31	31	120	120	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	597										
31	31	121	121	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	598										
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	599	--									
31	31	122	122	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	600										
31	31	123	123	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	601	sus,									
31	31	120	120	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	602	est,									
31	31	120	120	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	603	-la-									
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	604										
31	31	121	121	2.0	1/4	1/4	Chord	4/4	4	1	1/2	1/2	1	605										
31	31	123	123	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	606	-to									
31	31	120	120	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	607										
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	608										
31	31	121	121	2.0	1/4	1/4	Chord	4/4	5	1	1/2	1/2	1	609										
31	31	123	123	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	610										
32	32	124	124	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	611										
32	32	125	125	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	612										
32	32	126	126	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	613	-tus,									
32	32	127	127	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	614	et-									
32	32	126	126	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	615	pas-									11
32	32	125	125	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	616	pas-									
32	32	127	127	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	617	-sw,									
32	32	124	124	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	618	pas-									
32	32	125	125	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	619	-sus,									
32	32	126	126	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	620	pas-									
32	32	253/2	253/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	621										
32	32	127	127	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	622										
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	623										
32	32	124	124	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	624										
32	32	125	125	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	625										
32	32	126	126	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	626										
32	32	253/2	253/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	627										
32	32	127	127	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	628										
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	629										
33	33	128	128	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	630										
33	33	129	129	0.0	1/4	1/4	StaffText	4/4	1	1	0						"<font face=""Times New Roman""/>s 6"							
33	33	129	129	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	631	-se-									12
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	632										
33	33	130	130	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	633	-pul-									
33	33	131	131	0.0	3/4	3/4	StaffText	4/4	1	1	0						"<font face=""Times New Roman""/>9 - s"							
33	33	131	131	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	634	-tus									
33	33	128	128	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	635										
33	33	130	130	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	636	-sus									
33	33	128	128	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	637										
33	33	129	129	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	638	pas-									
33	33	131	131	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	639										
33	33	128	128	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	640										
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	641	---									
33	33	129	129	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	642										
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	643										
33	33	130	130	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	644										
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	645										
33	33	131	131	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	646	-sus-									13
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	647										
33	33	128	128	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	648										
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	649										
33	33	129	129	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	650										
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	651										
33	33	130	130	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	652										
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	653										
33	33	131	131	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	654										
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	655										
34	34	132	132	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	656	est.									
34	34	132	132	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	657	et									
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	658	se-									
34	34	133	133	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	659	-pul-									
34	34	135	135	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	660	-tw									
34	34	132	132	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	661										
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	662	-sw									
34	34	133	133	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	663	et									
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	664	se-									
34	34	134	134	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	665	-pul-									
34	34	271/2	271/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	666	-tus									
34	34	132	132	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	667	-et									
34	34	133	133	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	668	se-									
34	34	134	134	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	669	-pul-									
34	34	271/2	271/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	670	-tus									
34	34	132	132	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	671										
34	34	133	133	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	672										
34	34	134	134	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	673										
34	34	135	135	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	674										
35	35	136	136	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	675	Cru-									
35	35	138	138	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	676	-ci-									
35	35	136	136	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	677	est.									
35	35	136	136	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	678	est.									
35	35	138	138	0.75	1/2	1/2	Chord	4/4	3	1	3/16	1/8	3/2	679	E-									
35	35	555/4	555/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	680										
35	35	139	139	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	681	-tiam									
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	682	pro									
35	35	136	136	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	683										
35	35	136	136	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	684										
35	35	138	138	0.75	1/2	1/2	Chord	4/4	5	1	3/16	1/8	3/2	685										
35	35	555/4	555/4	0.25	11/16	11/16	Chord	4/4	5	1	1/16	1/16	1	686										
35	35	139	139	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	687										
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	688										
36	36	140	140	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	689	-ti-									
36	36	142	142	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	690	---									
36	36	140	140	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	691	no-									
36	36	281/2	281/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	692										
36	36	563/4	563/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	693										
36	36	141	141	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	694										
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	695										
36	36	142	142	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	696										
36	36	285/2	285/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	697										
36	36	571/4	571/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	698										
36	36	143	143	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	699										
36	36	287/2	287/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	700										
36	36	140	140	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	701										
36	36	281/2	281/2	0.25	1/8	1/8	Chord	4/4	5	1	1/16	1/16	1	702										
36	36	563/4	563/4	0.25	3/16	3/16	Chord	4/4	5	1	1/16	1/16	1	703										
36	36	141	141	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	704										
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	705										
36	36	142	142	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	706										
36	36	285/2	285/2	0.25	5/8	5/8	Chord	4/4	5	1	1/16	1/16	1	707										
36	36	571/4	571/4	0.25	11/16	11/16	Chord	4/4	5	1	1/16	1/16	1	708										
36	36	143	143	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	709										
36	36	287/2	287/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	710										
37	37	144	144	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	711	-xw									
37	37	144	144	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	712	Crl-									
37	37	146	146	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	713	-ci									
37	37	144	144	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	714										
37	37	145	145	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	715	---									
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	716										
37	37	146	146	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	717										
37	37	147	147	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	718	-bis,									
37	37	146	146	0.75	1/2	1/2	Chord	4/4	4	1	3/16	1/8	3/2	719	E-									
37	37	587/4	587/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	720										
37	37	147	147	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	721	-tiam									
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	722	pro									
37	37	144	144	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	723										
37	37	145	145	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	724										
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	725										
37	37	146	146	0.75	1/2	1/2	Chord	4/4	5	1	3/16	1/8	3/2	726										
37	37	587/4	587/4	0.25	11/16	11/16	Chord	4/4	5	1	1/16	1/16	1	727										
37	37	147	147	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	728										
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	729										
38	38	148	148	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	730	ti									
38	38	150	150	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	731										
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	732	pm									
38	38	149	149	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	733	no-									
38	38	299/2	299/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	734										
38	38	599/4	599/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	735										
38	38	150	150	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	736										
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	737										
38	38	151	151	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	738	--									
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	739										
38	38	148	148	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	740	no									
38	38	297/2	297/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	741										
38	38	595/4	595/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	742										
38	38	149	149	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	743										
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	744										
38	38	150	150	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	745										
38	38	301/2	301/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	746										
38	38	603/4	603/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	747										
38	38	151	151	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	748										
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	749										
38	38	148	148	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	750										
38	38	297/2	297/2	0.25	1/8	1/8	Chord	4/4	5	1	1/16	1/16	1	751										
38	38	595/4	595/4	0.25	3/16	3/16	Chord	4/4	5	1	1/16	1/16	1	752										
38	38	149	149	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	753										
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	754										
38	38	150	150	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	755										
38	38	301/2	301/2	0.25	5/8	5/8	Chord	4/4	5	1	1/16	1/16	1	756										
38	38	603/4	603/4	0.25	11/16	11/16	Chord	4/4	5	1	1/16	1/16	1	757										
38	38	151	151	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	758										
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	759										
39	39	154	154	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	760	e-									
39	39	619/4	619/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	761										
39	39	155	155	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	762	-tiam									
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	763	pro									
39	39	152	152	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	764	xw									
39	39	155	155	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	765	e-									
39	39	152	152	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	766	--									
39	39	305/2	305/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	767										
39	39	611/4	611/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	768										
39	39	153	153	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	769										
39	39	154	154	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	770	-bis,									
39	39	152	152	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	771										
39	39	305/2	305/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	772										
39	39	611/4	611/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	773										
39	39	153	153	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	774										
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	775										
39	39	154	154	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	776										
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	777	bis,									
39	39	155	155	0.75	3/4	3/4	Chord	4/4	4	1	3/16	1/8	3/2	778	e-									
39	39	623/4	623/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	779	-ti-									
